PRICE,CNTL,LOCAL,KNOWN,TOD,SEAS,CHOICE,NTASK,NREC,PERSON    
0,0,0,0,0,1,0,12,48,2                   
0,5,0,1,1,0,0,12,48,2                   
7,0,0,1,0,0,1,12,48,2                   
9,5,0,1,0,0,0,12,48,2                   
0,1,1,0,1,0,0,12,48,2                   
0,5,0,0,0,1,0,12,48,2                   
9,5,0,0,0,0,0,12,48,2                   
7,1,0,1,0,0,1,12,48,2                   
0,0,0,1,1,0,0,12,48,2                   
0,0,1,0,0,1,0,12,48,2                   
0,1,0,1,0,1,0,12,48,2                   
9,1,0,0,0,0,0,12,48,2                   
7,0,1,0,0,0,1,12,48,2                   
0,5,0,1,1,0,0,12,48,2                   
0,0,1,0,1,0,0,12,48,2                   
9,1,0,1,0,0,0,12,48,2                   
0,0,0,0,0,1,0,12,48,2                   
7,5,0,1,0,0,1,12,48,2                   
0,0,0,0,0,1,0,12,48,2                   
9,0,0,0,0,0,0,12,48,2                   
0,1,1,0,1,0,0,12,48,2                   
7,5,0,1,0,0,1,12,48,2                   
0,5,0,1,0,1,0,12,48,2                   
9,0,0,0,0,0,0,12,48,2                   
0,1,0,0,1,0,0,12,48,2                   
7,5,1,0,0,0,1,12,48,2                   
9,0,0,1,0,0,0,12,48,2                   
7,1,0,0,0,0,1,12,48,2                   
0,1,1,0,0,1,0,12,48,2                   
0,5,0,0,1,0,0,12,48,2                   
0,0,1,0,1,0,0,12,48,3                   
7,1,0,0,0,0,1,12,48,3                   
9,5,0,1,0,0,0,12,48,3                   
0,5,0,1,0,1,0,12,48,3                   
9,5,0,1,0,0,0,12,48,3                   
0,0,0,0,0,1,0,12,48,3                   
7,1,0,0,0,0,1,12,48,3                   
0,0,1,0,1,0,0,12,48,3                   
7,0,0,0,0,0,1,12,48,3                   
0,0,0,1,1,0,0,12,48,3                   
0,5,0,1,0,1,0,12,48,3                   
9,1,0,0,0,0,0,12,48,3                   
7,5,1,0,0,0,0,12,48,3                   
0,1,0,0,0,1,0,12,48,3                   
0,5,0,0,1,0,0,12,48,3                   
9,0,0,1,0,0,1,12,48,3                   
0,0,0,1,0,1,0,12,48,3                   
0,1,0,0,1,0,0,12,48,3                   
9,0,0,1,0,0,0,12,48,3                   
7,5,1,0,0,0,1,12,48,3                   
0,5,0,0,0,1,0,12,48,3                   
0,1,0,0,1,0,0,12,48,3                   
9,5,1,0,0,0,0,12,48,3                   
7,0,0,1,0,0,1,12,48,3                   
9,5,0,1,0,0,0,12,48,3                   
0,0,0,1,1,0,0,12,48,3                   
0,5,1,0,0,1,0,12,48,3                   
7,1,0,0,0,0,1,12,48,3                   
9,1,0,1,0,0,1,12,48,3                   
7,0,1,0,0,0,0,12,48,3                   
0,5,0,1,1,0,0,12,48,3                   
0,0,0,0,0,1,0,12,48,3                   
0,0,0,0,1,0,0,12,48,3                   
9,1,0,0,0,0,1,12,48,3                   
0,5,0,0,0,1,0,12,48,3                   
0,5,0,1,0,1,0,12,48,3                   
9,5,0,1,0,0,0,12,48,3                   
0,5,0,0,0,1,0,12,48,3                   
7,1,0,0,0,0,1,12,48,3                   
0,0,0,0,1,0,0,12,48,3                   
7,1,0,0,0,0,1,12,48,3                   
0,0,0,0,1,0,0,12,48,3                   
0,5,1,0,0,1,0,12,48,3                   
9,5,0,1,0,0,0,12,48,3                   
0,0,0,0,1,0,0,12,48,3                   
0,1,0,1,0,1,0,12,48,3                   
7,5,0,0,0,0,1,12,48,3                   
9,0,0,0,0,0,0,12,48,3                   
9,0,0,0,0,0,0,12,48,4                   
0,0,0,1,0,1,1,12,48,4                   
0,1,1,0,1,0,0,12,48,4                   
7,5,0,1,0,0,0,12,48,4                   
0,0,0,0,1,0,0,12,48,4                   
7,5,0,0,0,0,0,12,48,4                   
0,0,1,0,0,1,1,12,48,4                   
9,1,0,1,0,0,0,12,48,4                   
0,1,0,0,1,0,1,12,48,4                   
9,5,0,1,0,0,0,12,48,4                   
0,5,0,1,0,1,0,12,48,4                   
7,0,0,0,0,0,0,12,48,4                   
9,0,1,0,0,0,0,12,48,4                   
7,5,0,0,0,0,0,12,48,4                   
0,1,0,1,0,1,1,12,48,4                   
0,1,0,0,1,0,0,12,48,4                   
0,0,1,0,1,0,0,12,48,4                   
7,1,0,0,0,0,0,12,48,4                   
9,5,0,1,0,0,0,12,48,4                   
0,5,0,1,0,1,1,12,48,4                   
9,5,0,1,0,0,0,12,48,4                   
0,0,0,0,0,1,0,12,48,4                   
7,1,0,0,0,0,0,12,48,4                   
0,0,1,0,1,0,1,12,48,4                   
7,0,0,0,0,0,1,12,48,4                   
0,0,0,1,1,0,0,12,48,4                   
0,5,0,1,0,1,0,12,48,4                   
9,1,0,0,0,0,0,12,48,4                   
7,5,1,0,0,0,0,12,48,4                   
0,1,0,0,0,1,0,12,48,4                   
0,5,0,0,1,0,0,12,48,4                   
9,0,0,1,0,0,1,12,48,4                   
0,0,0,1,0,1,1,12,48,4                   
0,1,0,0,1,0,0,12,48,4                   
9,0,0,1,0,0,0,12,48,4                   
7,5,1,0,0,0,0,12,48,4                   
0,5,0,0,0,1,0,12,48,4                   
0,1,0,0,1,0,0,12,48,4                   
9,5,1,0,0,0,0,12,48,4                   
7,0,0,1,0,0,1,12,48,4                   
9,5,0,1,0,0,0,12,48,4                   
0,0,0,1,1,0,0,12,48,4                   
0,5,1,0,0,1,0,12,48,4                   
7,1,0,0,0,0,1,12,48,4                   
9,1,0,1,0,0,0,12,48,4                   
7,0,1,0,0,0,1,12,48,4                   
0,5,0,1,1,0,0,12,48,4                   
0,0,0,0,0,1,0,12,48,4                   
7,5,0,1,0,0,1,12,48,5                   
9,1,1,0,0,0,0,12,48,5                   
0,0,0,0,0,1,0,12,48,5                   
0,5,0,1,1,0,0,12,48,5                   
7,0,0,1,0,0,1,12,48,5                   
9,5,0,1,0,0,0,12,48,5                   
0,1,1,0,1,0,0,12,48,5                   
0,5,0,0,0,1,0,12,48,5                   
9,5,0,0,0,0,0,12,48,5                   
7,1,0,1,0,0,1,12,48,5                   
0,0,0,1,1,0,0,12,48,5                   
0,0,1,0,0,1,0,12,48,5                   
0,1,0,1,0,1,0,12,48,5                   
9,1,0,0,0,0,0,12,48,5                   
7,0,1,0,0,0,1,12,48,5                   
0,5,0,1,1,0,0,12,48,5                   
0,0,1,0,1,0,0,12,48,5                   
9,1,0,1,0,0,0,12,48,5                   
0,0,0,0,0,1,0,12,48,5                   
7,5,0,1,0,0,1,12,48,5                   
0,0,0,0,0,1,0,12,48,5                   
9,0,0,0,0,0,0,12,48,5                   
0,1,1,0,1,0,0,12,48,5                   
7,5,0,1,0,0,1,12,48,5                   
0,5,0,1,0,1,0,12,48,5                   
9,0,0,0,0,0,0,12,48,5                   
0,1,0,0,1,0,0,12,48,5                   
7,5,1,0,0,0,1,12,48,5                   
9,0,0,1,0,0,0,12,48,5                   
7,1,0,0,0,0,1,12,48,5                   
0,1,1,0,0,1,0,12,48,5                   
0,5,0,0,1,0,0,12,48,5                   
0,5,0,1,0,1,0,12,48,5                   
0,5,0,0,1,0,0,12,48,5                   
9,0,0,1,0,0,0,12,48,5                   
7,1,0,0,0,0,1,12,48,5                   
0,1,0,1,0,1,0,12,48,5                   
0,5,1,0,1,0,0,12,48,5                   
7,0,0,0,0,0,1,12,48,5                   
9,0,0,1,0,0,0,12,48,5                   
9,5,0,1,0,0,0,12,48,5                   
0,0,0,1,1,0,0,12,48,5                   
0,5,1,0,0,1,0,12,48,5                   
7,1,0,0,0,0,1,12,48,5                   
0,1,0,1,1,0,0,12,48,5                   
7,5,0,0,0,0,1,12,48,5                   
9,5,1,0,0,0,0,12,48,5                   
0,0,0,1,0,1,0,12,48,5                   
7,5,1,0,0,0,1,12,48,6                   
0,1,0,1,0,1,0,12,48,6                   
0,0,0,0,1,0,0,12,48,6                   
9,0,0,0,0,0,0,12,48,6                   
0,5,0,1,1,0,0,12,48,6                   
0,5,0,0,0,1,0,12,48,6                   
9,1,1,0,0,0,1,12,48,6                   
7,0,0,1,0,0,0,12,48,6                   
0,1,0,0,0,1,0,12,48,6                   
7,0,0,0,0,0,0,12,48,6                   
9,0,1,0,0,0,1,12,48,6                   
0,5,0,1,1,0,0,12,48,6                   
9,1,1,0,0,0,1,12,48,6                   
7,1,0,1,0,0,0,12,48,6                   
0,0,0,1,1,0,0,12,48,6                   
0,5,0,0,0,1,0,12,48,6                   
0,5,0,0,1,0,0,12,48,6                   
7,0,1,0,0,0,1,12,48,6                   
0,1,0,1,0,1,0,12,48,6                   
9,0,0,0,0,0,0,12,48,6                   
0,5,1,0,0,1,0,12,48,6                   
7,1,0,1,0,0,1,12,48,6                   
0,0,0,0,1,0,0,12,48,6                   
9,1,0,0,0,0,0,12,48,6                   
7,1,0,0,0,0,0,12,48,6                   
9,0,0,1,0,0,1,12,48,6                   
0,5,0,0,1,0,0,12,48,6                   
0,1,1,0,0,1,0,12,48,6                   
9,0,0,1,0,0,1,12,48,6                   
7,0,0,0,0,0,0,12,48,6                   
0,1,0,1,0,1,0,12,48,6                   
0,5,1,0,1,0,0,12,48,6                   
0,0,1,0,0,1,0,12,48,6                   
0,1,0,0,1,0,0,12,48,6                   
9,1,0,0,0,0,0,12,48,6                   
9,5,0,1,0,0,1,12,48,6                   
9,0,0,1,0,0,1,12,48,6                   
7,5,0,0,0,0,0,12,48,6                   
0,1,1,0,0,1,0,12,48,6                   
0,0,0,0,1,0,0,12,48,6                   
0,1,0,1,0,1,0,12,48,6                   
9,0,0,1,0,0,0,12,48,6                   
0,0,0,0,1,0,0,12,48,6                   
7,5,1,0,0,0,1,12,48,6                   
0,5,0,1,0,1,0,12,48,6                   
9,0,0,1,0,0,1,12,48,6                   
7,1,0,0,0,0,0,12,48,6                   
0,0,0,0,1,0,0,12,48,6                   
9,5,0,0,0,0,0,12,48,7                   
0,0,0,1,0,1,0,12,48,7                   
0,1,1,0,1,0,0,12,48,7                   
7,5,0,1,0,0,1,12,48,7                   
0,0,0,1,0,1,0,12,48,7                   
0,5,0,0,1,0,0,12,48,7                   
9,5,0,0,0,0,0,12,48,7                   
7,1,0,1,0,0,1,12,48,7                   
0,1,0,1,1,0,0,12,48,7                   
9,5,1,0,0,0,0,12,48,7                   
0,5,0,1,0,1,1,12,48,7                   
7,0,0,0,0,0,0,12,48,7                   
9,0,0,1,0,0,0,12,48,7                   
0,1,0,0,0,1,0,12,48,7                   
0,1,0,1,1,0,1,12,48,7                   
7,5,0,0,0,0,0,12,48,7                   
0,5,0,0,0,1,0,12,48,7                   
0,0,0,0,1,0,0,12,48,7                   
9,1,0,1,0,0,0,12,48,7                   
7,1,0,1,0,0,1,12,48,7                   
7,5,0,0,0,0,0,12,48,7                   
0,1,0,1,1,0,1,12,48,7                   
0,0,0,1,0,1,0,12,48,7                   
9,1,0,0,0,0,0,12,48,7                   
9,5,0,0,0,0,0,12,48,7                   
0,1,0,0,1,0,0,12,48,7                   
7,5,0,1,0,0,1,12,48,7                   
0,0,1,0,0,1,0,12,48,7                   
9,5,0,0,0,0,0,12,48,7                   
7,0,0,0,0,0,0,12,48,7                   
0,0,0,1,1,0,0,12,48,7                   
0,1,0,1,0,1,1,12,48,7                   
0,0,0,1,0,1,0,12,48,7                   
9,1,1,0,0,0,0,12,48,7                   
7,5,0,0,0,0,0,12,48,7                   
0,5,0,1,1,0,1,12,48,7                   
7,0,0,1,0,0,0,12,48,7                   
0,5,0,1,1,0,1,12,48,7                   
9,1,1,0,0,0,0,12,48,7                   
0,1,0,0,0,1,0,12,48,7                   
0,5,1,0,1,0,0,12,48,7                   
9,1,0,1,0,0,1,12,48,7                   
7,0,0,0,0,0,0,12,48,7                   
0,0,0,1,0,1,0,12,48,7                   
0,1,0,1,1,0,0,12,48,7                   
9,5,0,1,0,0,1,12,48,7                   
7,0,1,0,0,0,0,12,48,7                   
0,1,0,1,0,1,0,12,48,7                   
9,0,0,0,0,0,0,12,48,8                   
0,0,0,1,0,1,1,12,48,8                   
0,1,1,0,1,0,0,12,48,8                   
7,5,0,1,0,0,0,12,48,8                   
0,0,0,0,1,0,0,12,48,8                   
7,5,0,0,0,0,1,12,48,8                   
0,0,1,0,0,1,0,12,48,8                   
9,1,0,1,0,0,0,12,48,8                   
0,1,0,0,1,0,0,12,48,8                   
9,5,0,1,0,0,1,12,48,8                   
0,5,0,1,0,1,0,12,48,8                   
7,0,0,0,0,0,0,12,48,8                   
9,0,1,0,0,0,0,12,48,8                   
7,5,0,0,0,0,1,12,48,8                   
0,1,0,1,0,1,0,12,48,8                   
0,1,0,0,1,0,0,12,48,8                   
0,0,1,0,1,0,0,12,48,8                   
7,1,0,0,0,0,1,12,48,8                   
9,5,0,1,0,0,0,12,48,8                   
0,5,0,1,0,1,0,12,48,8                   
9,5,0,1,0,0,0,12,48,8                   
0,0,0,0,0,1,0,12,48,8                   
7,1,0,0,0,0,1,12,48,8                   
0,0,1,0,1,0,0,12,48,8                   
7,0,0,0,0,0,1,12,48,8                   
0,0,0,1,1,0,0,12,48,8                   
0,5,0,1,0,1,0,12,48,8                   
9,1,0,0,0,0,0,12,48,8                   
7,5,1,0,0,0,1,12,48,8                   
0,1,0,0,0,1,0,12,48,8                   
0,5,0,0,1,0,0,12,48,8                   
9,0,0,1,0,0,0,12,48,8                   
0,0,0,1,0,1,0,12,48,8                   
0,1,0,0,1,0,0,12,48,8                   
9,0,0,1,0,0,0,12,48,8                   
7,5,1,0,0,0,1,12,48,8                   
0,5,0,0,0,1,0,12,48,8                   
0,1,0,0,1,0,0,12,48,8                   
9,5,1,0,0,0,0,12,48,8                   
7,0,0,1,0,0,1,12,48,8                   
9,5,0,1,0,0,0,12,48,8                   
0,0,0,1,1,0,0,12,48,8                   
0,5,1,0,0,1,0,12,48,8                   
7,1,0,0,0,0,1,12,48,8                   
9,1,0,1,0,0,0,12,48,8                   
7,0,1,0,0,0,1,12,48,8                   
0,5,0,1,1,0,0,12,48,8                   
0,0,0,0,0,1,0,12,48,8                   
0,5,0,1,1,0,0,12,48,9                   
9,0,1,0,0,0,0,12,48,9                   
0,1,0,1,0,1,1,12,48,9                   
7,5,0,0,0,0,0,12,48,9                   
0,5,1,0,0,1,1,12,48,9                   
7,1,0,0,0,0,0,12,48,9                   
0,0,0,0,1,0,0,12,48,9                   
9,1,0,0,0,0,0,12,48,9                   
0,1,0,0,1,0,0,12,48,9                   
7,5,0,1,0,0,1,12,48,9                   
0,0,0,0,1,0,0,12,48,9                   
0,1,0,0,0,1,0,12,48,9                   
9,0,0,1,0,0,0,12,48,9                   
7,0,0,0,0,0,0,12,48,9                   
0,1,0,1,0,1,0,12,48,9                   
0,5,1,0,1,0,1,12,48,9                   
7,5,1,0,0,0,1,12,48,9                   
0,1,0,1,0,1,0,12,48,9                   
0,0,0,0,1,0,0,12,48,9                   
9,0,0,0,0,0,0,12,48,9                   
0,5,0,1,1,0,0,12,48,9                   
0,5,0,0,0,1,1,12,48,9                   
9,1,1,0,0,0,0,12,48,9                   
7,0,0,1,0,0,0,12,48,9                   
0,1,0,0,0,1,0,12,48,9                   
7,0,0,0,0,0,0,12,48,9                   
9,0,1,0,0,0,0,12,48,9                   
0,5,0,1,1,0,1,12,48,9                   
9,1,1,0,0,0,0,12,48,9                   
7,1,0,1,0,0,0,12,48,9                   
0,0,0,1,1,0,0,12,48,9                   
0,5,0,0,0,1,1,12,48,9                   
0,5,0,0,1,0,1,12,48,9                   
7,0,1,0,0,0,0,12,48,9                   
0,1,0,1,0,1,0,12,48,9                   
9,0,0,0,0,0,0,12,48,9                   
0,5,1,0,0,1,1,12,48,9                   
7,1,0,1,0,0,0,12,48,9                   
0,0,0,0,1,0,0,12,48,9                   
9,1,0,0,0,0,0,12,48,9                   
7,1,0,0,0,0,1,12,48,9                   
9,0,0,1,0,0,0,12,48,9                   
0,5,0,0,1,0,0,12,48,9                   
0,1,1,0,0,1,0,12,48,9                   
9,0,0,1,0,0,0,12,48,9                   
7,0,0,0,0,0,0,12,48,9                   
0,1,0,1,0,1,1,12,48,9                   
0,5,1,0,1,0,0,12,48,9                   
0,0,1,0,0,1,0,12,48,10                  
7,5,0,1,0,0,0,12,48,10                  
0,1,0,0,1,0,0,12,48,10                  
9,1,0,1,0,0,1,12,48,10                  
7,5,0,0,0,0,0,12,48,10                  
0,1,0,1,1,0,1,12,48,10                  
0,0,0,1,0,1,0,12,48,10                  
9,5,1,0,0,0,0,12,48,10                  
9,1,0,0,0,0,0,12,48,10                  
0,1,0,0,1,0,0,12,48,10                  
7,5,0,1,0,0,0,12,48,10                  
0,0,1,0,0,1,1,12,48,10                  
7,5,0,1,0,0,0,12,48,10                  
9,1,0,0,0,0,0,12,48,10                  
0,0,0,1,1,0,0,12,48,10                  
0,1,1,0,0,1,1,12,48,10                  
7,5,0,1,0,0,0,12,48,10                  
9,1,1,0,0,0,0,12,48,10                  
0,0,0,0,0,1,1,12,48,10                  
0,5,0,1,1,0,0,12,48,10                  
7,0,0,1,0,0,1,12,48,10                  
9,5,0,1,0,0,0,12,48,10                  
0,1,1,0,1,0,0,12,48,10                  
0,5,0,0,0,1,0,12,48,10                  
9,5,0,0,0,0,0,12,48,10                  
7,1,0,1,0,0,0,12,48,10                  
0,0,0,1,1,0,0,12,48,10                  
0,0,1,0,0,1,1,12,48,10                  
0,1,0,1,0,1,1,12,48,10                  
9,1,0,0,0,0,0,12,48,10                  
7,0,1,0,0,0,0,12,48,10                  
0,5,0,1,1,0,0,12,48,10                  
0,0,1,0,1,0,0,12,48,10                  
9,1,0,1,0,0,0,12,48,10                  
0,0,0,0,0,1,1,12,48,10                  
7,5,0,1,0,0,0,12,48,10                  
0,0,0,0,0,1,1,12,48,10                  
9,0,0,0,0,0,0,12,48,10                  
0,1,1,0,1,0,0,12,48,10                  
7,5,0,1,0,0,0,12,48,10                  
0,5,0,1,0,1,0,12,48,10                  
9,0,0,0,0,0,1,12,48,10                  
0,1,0,0,1,0,0,12,48,10                  
7,5,1,0,0,0,0,12,48,10                  
9,0,0,1,0,0,0,12,48,10                  
7,1,0,0,0,0,1,12,48,10                  
0,1,1,0,0,1,0,12,48,10                  
0,5,0,0,1,0,0,12,48,10                  
9,0,0,0,0,0,1,12,48,11                  
0,0,0,1,0,1,0,12,48,11                  
0,1,1,0,1,0,0,12,48,11                  
7,5,0,1,0,0,0,12,48,11                  
0,0,0,0,1,0,0,12,48,11                  
7,5,0,0,0,0,0,12,48,11                  
0,0,1,0,0,1,0,12,48,11                  
9,1,0,1,0,0,1,12,48,11                  
0,1,0,0,1,0,0,12,48,11                  
9,5,0,1,0,0,0,12,48,11                  
0,5,0,1,0,1,0,12,48,11                  
7,0,0,0,0,0,1,12,48,11                  
9,0,1,0,0,0,1,12,48,11                  
7,5,0,0,0,0,0,12,48,11                  
0,1,0,1,0,1,0,12,48,11                  
0,1,0,0,1,0,0,12,48,11                  
0,0,1,0,1,0,1,12,48,11                  
7,1,0,0,0,0,0,12,48,11                  
9,5,0,1,0,0,0,12,48,11                  
0,5,0,1,0,1,0,12,48,11                  
9,5,0,1,0,0,0,12,48,11                  
0,0,0,0,0,1,0,12,48,11                  
7,1,0,0,0,0,0,12,48,11                  
0,0,1,0,1,0,1,12,48,11                  
7,0,0,0,0,0,0,12,48,11                  
0,0,0,1,1,0,1,12,48,11                  
0,5,0,1,0,1,0,12,48,11                  
9,1,0,0,0,0,0,12,48,11                  
7,5,1,0,0,0,0,12,48,11                  
0,1,0,0,0,1,0,12,48,11                  
0,5,0,0,1,0,0,12,48,11                  
9,0,0,1,0,0,1,12,48,11                  
0,0,0,1,0,1,0,12,48,11                  
0,1,0,0,1,0,0,12,48,11                  
9,0,0,1,0,0,1,12,48,11                  
7,5,1,0,0,0,0,12,48,11                  
0,5,0,0,0,1,0,12,48,11                  
0,1,0,0,1,0,0,12,48,11                  
9,5,1,0,0,0,0,12,48,11                  
7,0,0,1,0,0,1,12,48,11                  
9,5,0,1,0,0,0,12,48,11                  
0,0,0,1,1,0,1,12,48,11                  
0,5,1,0,0,1,0,12,48,11                  
7,1,0,0,0,0,0,12,48,11                  
9,1,0,1,0,0,0,12,48,11                  
7,0,1,0,0,0,1,12,48,11                  
0,5,0,1,1,0,0,12,48,11                  
0,0,0,0,0,1,0,12,48,11                  
7,5,1,0,0,0,1,12,48,12                  
0,1,0,1,0,1,0,12,48,12                  
0,0,0,0,1,0,0,12,48,12                  
9,0,0,0,0,0,0,12,48,12                  
0,5,0,1,1,0,0,12,48,12                  
0,5,0,0,0,1,0,12,48,12                  
9,1,1,0,0,0,0,12,48,12                  
7,0,0,1,0,0,1,12,48,12                  
0,1,0,0,0,1,0,12,48,12                  
7,0,0,0,0,0,0,12,48,12                  
9,0,1,0,0,0,0,12,48,12                  
0,5,0,1,1,0,1,12,48,12                  
9,1,1,0,0,0,0,12,48,12                  
7,1,0,1,0,0,1,12,48,12                  
0,0,0,1,1,0,0,12,48,12                  
0,5,0,0,0,1,0,12,48,12                  
0,5,0,0,1,0,0,12,48,12                  
7,0,1,0,0,0,0,12,48,12                  
0,1,0,1,0,1,1,12,48,12                  
9,0,0,0,0,0,0,12,48,12                  
0,5,1,0,0,1,0,12,48,12                  
7,1,0,1,0,0,1,12,48,12                  
0,0,0,0,1,0,0,12,48,12                  
9,1,0,0,0,0,0,12,48,12                  
7,1,0,0,0,0,0,12,48,12                  
9,0,0,1,0,0,1,12,48,12                  
0,5,0,0,1,0,0,12,48,12                  
0,1,1,0,0,1,0,12,48,12                  
9,0,0,1,0,0,0,12,48,12                  
7,0,0,0,0,0,0,12,48,12                  
0,1,0,1,0,1,1,12,48,12                  
0,5,1,0,1,0,0,12,48,12                  
0,0,1,0,0,1,0,12,48,12                  
0,1,0,0,1,0,0,12,48,12                  
9,1,0,0,0,0,0,12,48,12                  
9,5,0,1,0,0,1,12,48,12                  
9,0,0,1,0,0,0,12,48,12                  
7,5,0,0,0,0,0,12,48,12                  
0,1,1,0,0,1,1,12,48,12                  
0,0,0,0,1,0,0,12,48,12                  
0,1,0,1,0,1,0,12,48,12                  
9,0,0,1,0,0,1,12,48,12                  
0,0,0,0,1,0,0,12,48,12                  
7,5,1,0,0,0,0,12,48,12                  
0,5,0,1,0,1,1,12,48,12                  
9,0,0,1,0,0,0,12,48,12                  
7,1,0,0,0,0,0,12,48,12                  
0,0,0,0,1,0,0,12,48,12                  
0,5,0,1,1,0,1,11,44,13                  
9,0,1,0,0,0,0,11,44,13                  
0,1,0,1,0,1,0,11,44,13                  
7,5,0,0,0,0,0,11,44,13                  
0,5,1,0,0,1,1,11,44,13                  
7,1,0,0,0,0,0,11,44,13                  
0,0,0,0,1,0,0,11,44,13                  
9,1,0,0,0,0,0,11,44,13                  
0,1,0,0,1,0,0,11,44,13                  
7,5,0,1,0,0,1,11,44,13                  
0,0,0,0,1,0,0,11,44,13                  
0,1,0,0,0,1,0,11,44,13                  
9,0,0,1,0,0,0,11,44,13                  
7,0,0,0,0,0,0,11,44,13                  
0,1,0,1,0,1,1,11,44,13                  
0,5,1,0,1,0,0,11,44,13                  
7,5,1,0,0,0,1,11,44,13                  
0,1,0,1,0,1,0,11,44,13                  
0,0,0,0,1,0,0,11,44,13                  
9,0,0,0,0,0,0,11,44,13                  
0,5,0,1,1,0,0,11,44,13                  
0,5,0,0,0,1,0,11,44,13                  
9,1,1,0,0,0,0,11,44,13                  
7,0,0,1,0,0,1,11,44,13                  
9,1,1,0,0,0,0,11,44,13                  
7,1,0,1,0,0,1,11,44,13                  
0,0,0,1,1,0,0,11,44,13                  
0,5,0,0,0,1,0,11,44,13                  
0,5,0,0,1,0,0,11,44,13                  
7,0,1,0,0,0,1,11,44,13                  
0,1,0,1,0,1,0,11,44,13                  
9,0,0,0,0,0,0,11,44,13                  
0,5,1,0,0,1,0,11,44,13                  
7,1,0,1,0,0,1,11,44,13                  
0,0,0,0,1,0,0,11,44,13                  
9,1,0,0,0,0,0,11,44,13                  
7,1,0,0,0,0,1,11,44,13                  
9,0,0,1,0,0,0,11,44,13                  
0,5,0,0,1,0,0,11,44,13                  
0,1,1,0,0,1,0,11,44,13                  
9,0,0,1,0,0,0,11,44,13                  
7,0,0,0,0,0,1,11,44,13                  
0,1,0,1,0,1,0,11,44,13                  
0,5,1,0,1,0,0,11,44,13                  
7,5,1,0,0,0,0,12,48,14                  
0,1,0,1,0,1,1,12,48,14                  
0,0,0,0,1,0,0,12,48,14                  
9,0,0,0,0,0,0,12,48,14                  
0,5,0,1,1,0,0,12,48,14                  
0,5,0,0,0,1,0,12,48,14                  
9,1,1,0,0,0,0,12,48,14                  
7,0,0,1,0,0,1,12,48,14                  
0,1,0,0,0,1,0,12,48,14                  
7,0,0,0,0,0,0,12,48,14                  
9,0,1,0,0,0,1,12,48,14                  
